Income,HousingExpense,TransportationExpense,FoodExpense,UtilitiesExpense,EntertainmentExpense,Savings,HousingBudget,TransportationBudget,FoodBudget,UtilitiesBudget,EntertainmentBudget,SavingsBudget
23179,7170,1993,6823,2698,2215,6020,26.635461941379695,7.403692559158959,25.346409599167874,10.02266057431554,8.228388870314648,22.363386455663285
27340,11003,1880,6945,3286,1412,3854,38.77026074700493,6.624383368569416,24.471458773784356,11.578576462297391,4.975334742776603,13.579985905567302
32504,10822,2244,6504,2166,1937,5332,37.31080848129633,7.73659713842441,22.42372004826754,7.467677986554043,6.678158938114118,18.38303740734356
25088,9570,1410,5458,3495,1960,7472,32.58981781031841,4.80163459901243,18.5867529371701,11.901924059254213,6.6746126340882,25.44525796015665
38026,7346,1985,4023,2560,2652,9139,26.515069482042954,7.16477170185887,14.52084461288576,9.240209348493051,9.57227937195452,32.98682548276484
36119,11970,2197,5504,2507,1643,6708,39.20862131088473,7.196436175439745,18.028759540109405,8.21186412918864,5.381768154869141,21.972550689508335
22142,4893,2016,5695,2943,1869,8725,18.717723116942732,7.712023258482843,21.785700623541562,11.258176810374508,7.149688229218469,33.376687961439885
25338,5192,2673,5687,3216,831,3741,24.329896907216494,12.525773195876289,26.649484536082475,15.07029053420806,3.8940955951265233,17.53045923149016
18571,7832,2387,6618,3081,2867,6403,26.83294504590928,8.178018363711114,22.673701521173083,10.555707825133616,9.822529806769905,21.937097437303002
26087,12508,1996,7985,2628,1464,7677,36.51117987039524,5.826376320859361,23.3084243096503,7.67120088738397,4.273454375620293,22.40936423609084
33831,7595,2108,6123,2746,2163,3207,31.72249603207752,8.804611143597025,25.574304569375993,11.469384345501629,9.034332971347423,13.394870938100409
27930,7633,2147,5783,2433,1949,4028,31.83998665164977,8.95590873065532,24.122971676469362,10.148917532223752,8.129979560338715,16.80223584866308
32303,5116,2201,5740,2887,1950,8475,19.401570025408624,8.346922522659185,21.767985134058936,10.948462209412568,7.395047214532216,32.14001289392848
22388,9891,1087,6124,3537,2404,3049,37.90817108692319,4.166027901272421,23.470795646175073,13.55587919668864,9.213552046604324,11.685574122336348
33989,9906,1849,5171,2997,2835,2317,39.50548354935194,7.373878364905284,20.622133599202392,11.952143569292122,11.306081754735793,9.240279162512463
27224,9578,1257,6120,3429,2125,8055,31.337521266849887,4.11268158617982,20.023557126030624,11.219081272084805,6.952624002093967,26.354534746760894
30060,6741,2639,6450,3727,2327,7393,23.024900092222563,9.013901697578303,22.030945793626397,12.730129453154355,7.948218738258701,25.251904225159684
29535,6586,1969,6209,2705,2164,5864,25.83048986155234,7.722477154175,24.35188453543554,10.609091265639096,8.487273012511276,22.998784170686747
23642,5413,1903,6457,2906,2508,4908,22.465241751400704,7.897904129487446,26.798090890226188,12.060593484125338,10.40879850591409,20.369371238846234
24234,8167,2448,6433,4085,1768,4122,30.222403138067573,9.058949783517745,23.80564704140917,15.11675239610702,6.542574843651703,15.25367279724679
34838,5839,2211,4228,3722,2537,5563,24.228215767634858,9.174273858921161,17.543568464730292,15.443983402489629,10.526970954356846,23.08298755186722
31994,5645,1435,6636,2163,2555,8159,21.227390666716804,5.396156883390366,24.953935246117396,8.133719399842064,9.607791524085286,30.681006279848077
35250,7152,1964,5328,3193,2541,5477,27.87760670434613,7.65542779185344,20.767881504580004,12.44591697524849,9.90450204638472,21.348664977587216
31623,7021,1832,4904,3000,1669,9333,25.292697863755897,6.599661371086854,17.666342447494507,10.807305738679347,6.0124644259519435,33.62152815303145
30714,6924,1127,4895,3413,1915,3204,32.2376385138281,5.247229723437936,22.79076264084179,15.89067883415588,8.916100195548934,14.917590092187355
21369,8932,1654,6433,2627,2119,4960,33.421889616463986,6.1889616463985035,24.0710944808232,9.829747427502339,7.9289055191768005,18.559401309635174
28648,8158,1908,5777,2580,1314,4253,34.005835764902045,7.953313880783659,24.080867027928303,10.754481033764069,5.477282200917049,17.728220091704877
29863,7423,1942,4318,2661,2797,2829,33.78698224852071,8.839326354119253,19.654073736913976,12.111970869367319,12.73099681383705,12.876649977241694
39765,8366,1258,6478,2714,1993,4693,32.80527017488824,4.9329464355736805,25.401929260450164,10.642302564504744,7.815073327582151,18.40247823700102
33434,6016,2575,4560,3407,2141,5834,24.522072310765093,10.49606652264297,18.587209065340563,13.887416948599846,8.727020747564506,23.780214405087026
37680,8210,1948,6139,2409,1711,6048,31.022104666540713,7.360665029283959,23.196674853580202,9.102588324201776,6.465142641224259,22.85282448516909
32987,8301,2018,6238,2688,1336,9340,27.74305671601885,6.744426991076502,20.848233682029342,8.983656963336786,4.465091407372748,31.21553424016577
26443,4993,2200,6885,2105,1697,5928,20.971942204301076,9.240591397849462,28.918850806451612,8.841565860215054,7.127856182795698,24.899193548387096
30585,9991,1605,7781,3503,2109,7300,30.94242621326148,4.970733066988758,24.09799002756357,10.848895908823438,6.531636160921677,22.60831862244108
31181,6237,2228,4635,3635,2336,5132,25.769532702557534,9.205470396231872,19.15051853076065,15.01879932239805,9.651696070735033,21.203982977316862
25304,8180,1816,5947,2836,2080,8356,27.999315420160876,6.21598493924354,20.355981516344343,9.707342118774601,7.119630326886874,28.60174567858976
28078,10328,1551,5723,2851,2173,9796,31.854913330454632,4.783788785392635,17.651594596261795,8.793411880821663,6.702239220282524,30.21405218678675
28971,9851,2286,6433,3226,1831,6062,33.18063929401462,7.699821482704032,21.66795782949914,10.865977297989154,6.16726733807134,20.418336757721715
38028,8068,2745,6215,3737,2248,3014,30.998578399354514,10.546739923925156,23.879048680216698,14.358166519383717,8.637184462289161,11.580282014830754
19596,7275,2362,5647,3204,2741,3902,28.948310851140025,9.398750547133023,22.470255859297282,12.749194222275278,10.906848115872826,15.526640404281563
36029,9895,2461,5559,2651,2352,5563,34.74245988553773,8.64084828482146,19.518275341455706,9.30795969242653,8.258137003616445,19.53231979214213
25316,9349,1739,4883,2190,2404,5912,35.30989160403369,6.567964648562903,18.44242172451562,8.271329833440344,9.079578502096158,22.328813687351285
23139,6763,1201,6987,2442,2147,6396,26.075724861196793,4.630629241209131,26.939389265885254,9.415484268969772,8.278069093152375,24.660703269586676
35899,6410,2745,6459,3036,1248,5920,24.827639631265008,10.632117127585406,25.017429700209153,11.759237741110853,4.833836858006042,22.929738941823537
33659,3855,3027,6917,2672,1477,5013,16.789338443447583,13.183223727189583,30.12499455598624,11.637123818649012,6.432646661730761,21.83267279299682
36272,8308,2771,5689,3097,2227,3727,32.177853518726515,10.73240636740385,22.034160889267593,11.995042410627832,8.625430884232541,14.435105929741662
34003,7834,1832,5343,2723,1994,5802,30.687872140394862,7.176433719837042,20.92995926041993,10.666718896897525,7.8110310247571295,22.72798495769351
40299,10272,1422,4921,2470,2219,8709,34.225169093392864,4.7379468896811385,16.396228301069538,8.229767100922933,7.393462832772466,29.017425782161066
32793,8718,1467,6358,2411,2838,7039,30.238285179147447,5.088273039436717,22.05265165967188,8.362526447226944,9.843571156047311,24.414692518469703
29217,10668,1158,4960,3781,2363,6069,36.78747543018725,3.993241146246422,17.104038070278285,13.038380633814958,8.14855684678782,20.928307872685263
31714,6605,1946,7848,3444,2629,7059,22.366326910704007,6.589685415326267,26.575463072703258,11.662320950865194,8.902509227591345,23.903694422809927
36217,10276,2802,4692,3865,2047,4257,36.78012813629693,10.028991731987544,16.79372919574788,13.833709152081319,7.326675972654711,15.236765811231612
26103,6942,1929,6273,3269,1596,3983,28.934644881627207,8.040180060020006,26.14621540513504,13.62537512504168,6.6522174058019345,16.601367122374125
26740,9555,2151,7566,2785,1971,3504,34.7050704634607,7.812727008571843,27.480749673107656,10.115501961354061,7.1589423216620665,12.727008571843673
28455,5082,2687,6599,3661,1597,4749,20.84923076923077,11.023589743589744,27.07282051282051,15.019487179487179,6.551794871794872,19.483076923076922
19477,8470,1797,6175,2983,2779,4155,32.133237224477405,6.8174058196441445,23.42653363177662,11.316817785196708,10.542888576956637,15.763116961948482
30690,4030,3017,5031,3110,2395,7416,16.120644825793033,12.068482739309571,20.12480499219969,12.440497619904797,9.580383215328613,29.6651866074643
20569,7465,2996,4618,2978,2260,4049,30.636953131412625,12.295822047114832,18.952638923089552,12.221948616925223,9.27521956825084,16.617417713206926
30265,8880,1934,6770,1526,2617,3394,35.34891126945583,7.698738107559413,26.949564109709005,6.074598941124956,10.417578918036702,13.510608654114087
34326,6958,1711,7506,3802,989,8885,23.309101872634084,5.7318012796891225,25.14488626846672,12.736591738970219,3.3131218384643732,29.764497001775485
27615,5899,2348,5561,3245,2294,4097,25.162088380822382,10.015355741341068,23.720354888244326,13.84149462549053,9.785019621225047,17.475686742876643
38385,9692,1826,4860,3164,1344,5307,37.00225251021265,6.971328217462681,18.55457564998282,12.07956324208758,5.131141908143396,20.261138472110872
22697,7793,1421,3541,2969,1996,5902,32.99043264753196,6.015578697824062,14.99026331385996,12.568791804250276,8.449750232833798,24.98518330369994
35956,7020,2640,5019,3081,1844,2726,31.43752798925213,11.822660098522167,22.476489028213166,13.797581728616212,8.25794894760412,12.207792207792208
33375,8083,2608,5886,2701,2330,7470,27.797647706169613,8.968979984868284,20.242107435174358,9.288809409175322,8.012930738014994,25.68952472659743
21419,13273,2077,7599,3308,2114,6274,38.311444652908065,5.995093087025545,21.933900995814692,9.548275364410449,6.101890604704863,18.109395295136384
43553,10307,1368,6673,2346,2672,8116,32.739343116701605,4.345340194396798,21.196239120767423,7.451877263198018,8.487389619465091,25.779810685471062
29681,10325,1385,6305,3093,1699,3641,39.03886872353297,5.236690865093769,23.839231699939504,11.69464609800363,6.423926194797339,13.766636418632789
25612,8871,2053,5599,3280,2354,5198,32.42917199780662,7.505026503381466,20.467921769329187,11.9904953390605,8.60537378906964,19.002010601352588
22964,8332,1750,5416,2900,2081,5078,32.60163555972923,6.847439057792386,21.19184567828775,11.347184724341668,8.14258324529483,19.869311734554135
28899,3207,1829,7405,3185,1182,5527,14.358629952988583,8.188941123796733,33.1542422207298,14.260129841056637,5.29214237743452,24.74591448399373
29362,6642,2510,6200,2504,1540,2090,30.913152750628313,11.682025504979986,28.855999255329053,11.654100344410313,7.167457879549474,9.727264265102857
30513,7038,2366,3897,2517,1925,5221,30.647970736805437,10.303083086570282,16.970040062706847,10.96063403588225,8.382685943215467,22.73558613481972
28511,4250,2689,5326,3118,2556,2147,21.159016230210096,13.387434033655282,26.51598128049388,15.52325002489296,12.72528129045106,10.689037140296724
33166,5685,1504,5141,3339,2231,5716,24.072662601626014,6.368563685636857,21.769139566395665,14.138719512195122,9.446985094850948,24.203929539295395
28061,4038,1828,5453,2062,1416,742,25.986228200012874,11.763948774052384,35.09234828496042,13.269837183859964,9.112555505502284,4.775082051612073
20325,7923,2379,6562,3261,1929,1296,33.93147751605996,10.188436830835117,28.102783725910065,13.965738758029978,8.261241970021413,5.550321199143469
29253,9637,2224,5892,2728,3008,6637,31.98897961893381,7.382327557591449,19.55785700059749,9.055301068844187,9.984730797317932,22.030803956715133
18162,10213,2766,5923,2903,2055,3906,36.78239573579198,9.961823813296839,21.331844702153713,10.455233018799971,7.401138082547,14.067564647410503
31768,8829,2210,7313,2330,1836,3024,34.56659619450317,8.652415629159815,28.63127398011119,9.122230052462612,7.188160676532769,11.839323467230443
25103,6073,2924,5303,2574,2245,7541,22.779444861215303,10.967741935483872,19.891222805701425,9.654913728432108,8.420855213803451,28.28582145536384
30816,4135,2270,7864,3483,2381,5655,16.034589731658137,8.802543818830463,30.494803784706065,13.50628199162401,9.232976578253451,21.928804094927873
36570,4486,2531,5328,3016,1771,6744,18.788741832802813,10.60060311609985,22.315295694421174,12.631931646842018,7.417490366895628,28.245937342938515
25256,5462,1838,6089,2808,2251,4667,23.629677698464203,7.951546614752325,26.3422020333117,12.147955872809863,9.738265195760329,20.19035258490158
35306,6222,2007,5718,2941,1835,10359,21.39467711986796,6.901175985145451,19.66164637920363,10.112784540265455,6.30974485936318,35.61997111615432
27833,7680,2455,6123,3244,2359,3790,29.940353202604186,9.570776967759542,23.87041440879498,12.64668044130833,9.19652255272699,14.775252426805974
38765,5971,2806,6444,3220,2084,8488,20.580429462654674,9.671526557060627,22.210733119636025,11.098473098266295,7.18298693689036,29.25585082549202
28174,8677,2364,6433,2962,2240,4877,31.492033535368197,8.57982796791638,23.3477298297826,10.75019054186477,8.129786230174572,17.70043189489348
25797,7535,1958,5246,3546,1620,1690,34.892336188932624,9.066913637416068,24.292660338041212,16.42046770085668,7.501736513081732,7.825885621671683
33436,8021,2688,4877,3485,1589,5965,30.12582159624413,10.095774647887323,18.31737089201878,13.089201877934272,5.968075117370892,22.4037558685446
27821,10280,904,8503,3206,2472,5629,33.16770987933148,2.9166935535910175,27.43434213073498,10.343937536297348,7.975737239465704,18.161579660579466
25792,5639,1288,5516,3027,1960,2897,27.741427657795054,6.336399862252177,27.136321149210406,14.891523589314703,9.642347616470703,14.251980124956953
27610,8837,2340,6699,3328,2142,3155,33.345911475038676,8.829855477151806,25.278291385230744,12.558016678615902,8.082713859854346,11.905211124108524
29776,7972,2007,4392,3157,1846,4950,32.77421476730801,8.251110014800197,18.056240749876665,12.978950830455519,7.589212300608453,20.35027133695116
36710,7333,2302,5720,3530,2449,5699,27.1261051307661,8.515518070506419,21.15932378944253,13.058114156771353,9.059297895165168,21.081640957348426
20329,9770,2032,5872,3449,1696,58,42.70664859902959,8.882283516195304,25.66770118459588,15.076277483935833,7.413559470210254,0.2535297460331337
30115,9758,2285,6472,2490,1932,7106,32.480111839696434,7.605765070066238,21.54245581333422,8.288120360816164,6.430782545018807,23.652764371068137
33124,6107,1592,3277,2457,2392,4011,30.787457148618675,8.02581165557572,16.52046783625731,12.386569872958257,12.058882839282113,20.220810647307925
30967,7635,2285,6166,2649,2586,2336,32.27374561440588,9.658874751659129,26.06416705414888,11.197531386059094,10.931225430105254,9.874455763621762
36549,8562,2497,4850,3488,1738,6882,30.560017132455297,8.912446014919514,17.310918370989043,12.449584181032943,6.203376521397723,24.563657779205485
29628,7453,2610,6324,2211,2979,4952,28.09378416072977,9.838290173018207,23.838064005428024,8.334275698292434,11.229220852651816,18.666365109879752
29077,9170,3006,4963,3197,2156,7432,30.64429889052266,10.045448469455955,16.585349552198906,10.683732121374149,7.204919128458761,24.836251837989572
32961,8562,2122,5144,3181,1478,5875,32.47856763523253,8.049465139215538,19.51293528563842,12.066611031029511,5.606554889613838,22.285866019270163
30496,11665,2136,5726,3581,2184,4996,38.51360274696249,7.052297939778129,18.905176967776015,11.823164289487584,7.210776545166403,16.49498151082937
28047,4939,1238,4947,3090,1808,4694,23.841475188260283,5.976057153890713,23.880092681984937,14.91600695114887,8.727553581772543,22.658814442942653
32580,7755,1734,5524,2328,2217,5965,30.384359205422562,6.793872193707637,21.643223758962506,9.12118481369745,8.68628296046703,23.37107706774282
26737,6182,1903,4806,2520,1978,4172,28.6721395111544,8.826121237419414,22.29024627800195,11.687769583971058,9.173971522656649,19.34975186679653
26944,9208,2525,4166,2409,2037,3294,38.95257836625915,10.681500909513938,17.623418926350524,10.190786412284783,8.617115783239562,13.934599602352046
27360,4765,1694,7017,2731,1544,6219,19.87901543596162,7.067167292448895,29.274092615769714,11.393408427200667,6.441385064664164,25.944931163954944
36765,8692,2398,4703,2908,2495,4711,33.55077778206662,9.256185586907014,18.15339483537268,11.224765507391824,9.630601767861968,18.184274520399892
13894,6739,1999,5821,2417,1421,5067,28.720593249232866,8.519434026593931,24.808216842823047,10.30088646437095,6.056085918854415,21.594783498124787
31977,6531,1911,6752,3735,1445,7178,23.704268292682926,6.935975609756098,24.506387921022068,13.556184668989546,5.244628339140534,26.052555168408826
30171,5107,2124,5385,2337,2183,4772,23.31111922585357,9.695088552127077,24.580062077779807,10.667336132919482,9.96439656746394,21.781997443856124
21595,7069,1804,5174,3673,2801,5030,27.6662361551407,7.060389025869829,20.24969668506125,14.375171226175102,10.962388947595006,19.686117960158114
31548,10169,1785,6226,3592,1823,3800,37.119912392772406,6.515787552473079,22.72677495893411,13.111881730242745,6.654498996167184,13.871144369410477
32378,7949,1147,7117,3449,2350,5861,28.51863810856384,4.115093459620421,25.533670577261148,12.373981989739175,8.431098195386216,21.027517669429198
32948,9255,1876,4830,2653,2536,5699,34.47055756266528,6.987224850087527,17.989496815523857,9.881187381280494,9.445416961525568,21.226116428917276
16740,11329,1760,5849,3171,2407,6801,36.17524028482932,5.619950825430277,18.67675703292142,10.125490947408755,7.685921384551521,21.716639524858703
36831,8527,1742,4267,2361,1844,3841,37.76016296165087,7.714108582056506,18.895580550881235,10.455229829067399,8.165795766539722,17.00912230980427
26311,6882,2208,5606,3455,1454,4084,29.051458482840136,9.320781797458737,23.66499219046815,14.584828401367723,6.137869897420744,17.24006923044451
33432,8934,2329,6034,2963,896,6584,32.206200432588325,8.395818312905552,21.751982696467195,10.681326604181688,3.229992790194665,23.73467916366258
33705,6911,2116,5145,2795,1868,5504,28.394757385266445,8.693865812071161,21.138912855910267,11.48362710053823,7.674925017461687,22.613911828752208
25616,6991,2497,5543,2388,2589,3187,30.1401164043975,10.765251131709421,23.897391679241213,10.295322267730114,11.16188833800388,13.74003017891787
33302,4960,2287,4591,1761,1437,7613,21.899421608018013,10.097576051922823,20.27021060532474,7.775177712040267,6.344650977968122,33.61296304472604
28072,9852,1852,6077,2480,2350,1603,40.687205748740396,7.6484678285289505,25.09705129264062,10.242008755265548,9.705129264062112,6.620137110762368
19643,7227,1768,7055,3556,1524,6568,26.092136616362193,6.383132356126795,25.47115315185212,12.838472091847786,5.502202325077623,23.712903458733482
35838,8364,2156,4902,2798,2053,2469,36.7777680063319,9.480256793597748,21.554832468560374,12.303227508574444,9.02735027702049,10.856564945915046
26124,5928,2286,5377,2915,2353,8771,21.454940282301845,8.273615635179153,19.460731089395583,10.550126673905176,8.51610568222946,31.744480636988783
25727,8871,2698,6502,3327,1670,1910,35.51525342301225,10.801505324685722,26.030907198334535,13.319721354792216,6.685883577548242,7.646729121627032
27984,6476,2595,7212,3902,2085,7304,21.897612767971868,8.77459931020491,24.386285250557922,13.194021775884224,7.050111584499899,24.69736931088118
31361,7716,1729,4506,3662,1792,4836,31.830370034239515,7.132544036962171,18.588342065096324,15.106637514954002,7.392434305515449,19.94967204323254
29713,9755,1948,5831,2513,2352,4266,36.58353647102944,7.305456591036939,21.867616726045377,9.424339021188825,8.820551284455279,15.99849990624414
32740,9581,2335,6283,2028,2117,5370,34.57097495850473,8.425344591181352,22.670852276827596,7.317601212383633,7.638738543696327,19.376488417406364
23302,7955,2533,5897,4179,2028,6263,27.568878877144343,8.778374631779588,20.43666608906602,14.482758620689657,7.028244671634032,21.705077109686364
26288,4463,2469,3523,4134,2779,3191,21.708254292523954,12.00933897563111,17.136047473126126,20.107981905734714,13.517194416070822,15.521182936913275
29420,13985,1968,6501,3094,2331,3368,44.75629660447403,6.298204627644253,20.805197298940698,9.901750568054533,7.459916151950587,10.778634748935897
39489,11491,1372,7519,2364,1654,6299,37.431186683605326,4.4692009511710475,24.492654483859408,7.7005765660119225,5.387797648131861,20.51858366722043
29430,9445,1500,6116,3481,1957,1585,39.21690749045009,6.22820129546587,25.394452748712837,14.453579139677794,8.125726623484471,6.581132702208935
35426,6493,2136,4968,2946,1962,3831,29.069663323782237,9.563037249283667,22.24212034383954,13.189469914040114,8.784025787965616,17.151683381088827
30192,7772,2171,5486,2943,2040,11081,24.678499984123455,6.893595402152859,17.419744070110816,9.344933794811546,6.47762994951259,35.18559679928873
27581,6913,1450,7769,3447,3262,3063,26.686998147004324,5.5975911056207535,29.991507103150095,13.306825200741198,12.59264978381717,11.824428659666461
28766,10527,2022,6909,3167,2185,7295,32.78928515807507,6.298084410527956,21.52001245911852,9.864507086123657,6.805793490110575,22.722317396044232
29157,8525,2315,6640,2407,982,3828,34.518362554156376,9.373608130542172,26.885856581771066,9.74612301089201,3.9761914402559015,15.499858282382476
33018,6431,1424,6356,2837,1728,6018,25.93772686940389,5.743324997983383,25.635234330886504,11.442284423650884,6.969428087440511,24.272001290634833
36873,7058,2552,5338,3330,1033,6308,27.54986533432218,9.961356805495921,20.83609820836098,12.9981654240993,4.032163628556931,24.622350599164683
31798,10242,1811,5799,3255,1835,7257,33.91503029901652,5.996887314149475,19.20262260339746,10.778502599423822,6.076360144375641,24.030597039637076
35935,11200,2628,5922,3131,1006,4599,39.31755950291371,9.225584497647969,20.789159587165624,10.991364178894896,3.5315593624938564,16.14477287088394
25176,11056,1733,6549,3466,1564,8977,33.156395261658425,5.197180986654671,19.64012595591543,10.394361973309342,4.690358374568901,26.921577447893235
27926,9514,1486,7508,2819,1239,3821,36.05563345586842,5.631560995944973,28.453405085837723,10.683291014514722,4.695493993254254,14.480615454579906
26378,7494,1770,7118,3089,2192,5468,27.621539935866718,6.523902546902067,26.235671372231028,11.385499981570897,8.079318860344257,20.154067303085032
31572,1516,1952,4580,1312,2000,5490,8.997032640949556,11.584569732937686,27.181008902077153,7.786350148367953,11.869436201780417,32.58160237388724
28205,8594,1805,6223,2775,2151,2756,35.36043449637919,7.426761026991442,25.60483870967742,11.417873601053325,8.85039499670836,11.339697169190256
33648,7996,1891,6736,3381,1947,4428,30.311990598582206,7.1685810682740065,25.535463815914174,12.817013533492553,7.380871147503696,16.786079836233366
25344,8279,2166,6618,2804,1302,5323,31.250943681111277,8.176053148120186,24.981126377774423,10.58432734410388,4.91469122754039,20.09285822134984
30215,8107,1914,5370,2766,2256,4135,33.02509369398729,7.796969203193743,21.875509206452666,11.267720384552712,9.190158057682908,16.844549454130682
33434,5347,1966,8914,2479,2961,9881,16.94877646760492,6.231773804995562,28.255356916444786,7.857867376695829,9.385697984024343,31.320527450234565
19673,9114,1145,4722,3501,2204,3322,37.9623458847051,4.76924358547151,19.668443852049318,14.582639120293237,9.180273242252582,13.837054315228256
40608,9264,2195,4916,3274,1787,7358,32.17336945196916,7.623115926929222,17.073001319719385,11.370424393970966,6.206154059873585,25.55393484753768
28584,9364,1955,6233,3412,1285,6712,32.33313766789821,6.75045751182625,21.522046890646042,11.781361140844584,4.437001484755361,23.175995304029556
19874,9893,2805,8116,2136,1545,4972,33.57314962500424,9.51912308684291,27.54267485661927,7.248786778430108,5.2431533579936875,16.873112295109784
30790,9208,1530,5163,2919,2226,3269,37.86962780176846,6.292412091301666,21.23380629241209,12.004935225169648,9.154842689697718,13.44437589965042
30167,7179,1095,5734,2859,2536,3463,31.395959065861977,4.788769351876148,25.076532843523136,12.503279979008134,11.090702352838274,15.144756406892329
29590,7858,2309,7077,2859,2130,3964,29.99580104592129,8.813986334313089,27.014543650036266,10.91346337366874,8.130701988777341,15.131503607283275
34955,8182,2173,5982,2691,2399,1428,35.79960621308248,9.507766353095603,26.173703784729817,11.774228833953183,10.496609057099104,6.248085758039816
33737,8215,1495,5665,2826,2353,2993,34.88767146557948,6.349004119420733,24.05826644583174,12.001528857179258,9.992780396653501,12.710748715335288
31489,9996,1235,6565,3424,2253,2035,39.18770581778266,4.841618315822487,25.73702367884585,13.423239767915948,8.832523129998432,7.977889289634625
32250,9287,2768,6272,2043,1670,7691,31.236756247687598,9.310147657327368,21.095825905620398,6.871615485520165,5.617032726783492,25.86862197706098
29478,12154,2707,7030,3888,2086,6236,35.64118354300461,7.938183630978564,20.615231224890763,11.401425178147269,6.117122665024486,18.28685375795431
38877,12412,756,7291,3241,1575,6571,38.97506751240344,2.373924511712617,22.894555046159642,10.177102304842052,4.945676066067952,20.633674558814295
